title,date,meantime,middletime,stdtime,meanhard,frameratio,weightedavg,meandialog,col
The career of Leonard Wood,1920,6.683458993243257,6.12504447838,3.32752604365,0.03363164386523054,4.76021788608444,6.16648219066,0.12527147349522924,red
THE ADVENTURES OF HUGH TREVOR. BY THOMAS HOLCROFT.,1794,3.1061949790159558,1.40773082058,5.32475010924,0.02617865625553647,10.494435305669077,1.43980161822,0.21400279528685698,lee
The spy who loved me,1962,-0.909331923608543,-1.24965790488,5.36397518435,0.08071655093193014,0.05585786721904836,-1.22708786123,0.2729246601654341,lee
Zoya,1988,-0.2977185660137435,-0.106921445796,5.38684119114,0.06636203177014592,2.0609280547997377,-0.111988728724,0.21046472801074484,underwood
The Cadillac cowboys,1964,0.3554557830829096,-0.540569938038,5.92974573802,0.050114745773114276,19.20936918326883,-0.464455077045,0.15848467698724125,underwood
The Adventures of Tom Sawyer,1876,-2.9549919710493584,-2.30457447313,2.27185835874,0.08343545711868978,0.0034633017195109727,-2.3385588759,0.47806842995935456,lee
THE MONK: A ROMANCE.,1796,-0.5576418621311254,0.0654609297058,4.44554258719,0.031441231031759914,0.0113119322779198,0.0477908641375,0.3854291069144228,underwood
The Virginian,1902,-0.8581991414834045,-2.18573074847,5.1096094791,0.06852637155356127,515.3424700971949,-2.15735059636,0.20634497406082372,underwood
Pamela,1740,0.04067453835268336,-1.26060055027,4.57038315352,0.044380883839893075,13.533424334598559,-1.23850304861,0.02956225689672209,lee
The Old Man and the Sea,1952,-3.23026683995598,-3.79911787333,2.90162529043,0.10215948407177465,828.7759739825208,-3.72423527153,0.1954562566319797,lee
The fat of the land,1904,-1.4424264112335525,-0.85541948169,2.79085982181,0.05443473854266199,0.0025698315264463807,-0.879567300674,0.1990661397284332,mercado
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-0.04903236188861326,-3.04299541316,5.62051145151,0.022167098763405432,45456.84073436397,-3.00212244456,0.46300663364491546,underwood
MODERN ANECDOTE OF THE ANCIENT FAMILY OF THE Kinkvervankotsdarsprakengotchderns: A TALE FOR CHRISTMAS 1779.,1779,2.9524001280641956,1.56809319561,5.48100463394,0.053291037864375425,3.2338279430643646,2.21113943309,0.10859548514849046,underwood
The list of 7,1993,-3.9886477605652804,-4.10156947651,1.82104178276,0.07117343819225674,0.24010170116985058,-4.09879457891,0.4032367266834561,underwood
Ivanhoe,1819,-1.7671472532981483,-4.51582571788,5.92196880203,0.03032625292929953,681840.3539301603,-4.45943955467,0.3574338412247819,lee
Asmodeus;,1808,0.42060971580856704,0.856493053291,5.55081344977,0.02420484599394184,0.01110510803876497,0.830168073684,0.6341177026683246,mercado
THE HISTORY OF TOM FOOL.,1760,-1.4291761623618064,-2.60855362947,3.81267412308,0.045688532687835834,0.4347418028643445,-2.52038679492,0.2938101905150131,mercado
THE STORY OF LADY JULIANA HARLEY.,1776,1.694049599917911,1.30059863431,3.53327367185,0.02313366361608806,29.299312252739906,1.32294944796,0.034832770001588576,lee
"The life of Israel Putnam, major-general in the Army of the American Revolution",1848,6.282379108311096,5.12363143405,3.41047926533,0.021570979475591445,135.08860928549007,5.16211335422,0.2857823097630744,red
A spy in the house of love,1954,-3.3384072294104348,-2.90736832904,3.51293033643,0.058279149137445904,1.5230476420542394e-05,-2.94507482971,0.2909336716251836,mercado
Mother Russia,1978,-1.9792088131302021,-2.68064682705,3.97441496273,0.08607525472632001,25.74101660971534,-2.63551758592,0.242586583402241,lee
Vanity Fair,1848,-0.22376984080891305,-0.194905332124,5.77785996445,0.04795217481626625,1.072746688751628,-0.195172308297,0.38637235929272756,lee
THE MERCER OR Fatal Extravagance: BEING A TRUE NARRATIVE Of the LIFE of Mr. Wm. DENNIS.,1755,3.230849883437487,1.27937213812,5.10080423636,0.028145337991498407,68.2845464211918,2.65832524896,0.2269647224395487,underwood
Florence Nightingale,1950,6.997863311938927,6.77818175571,2.51090447734,0.037076346589429134,1.1199449942586772,6.78304255478,0.23138564295795855,red
The every-day life of Abraham Lincoln,1913,2.3872126185201905,1.0733953788,4.47650342639,0.031314776239220285,56.02459057307907,1.09926222212,0.40989049345515277,red
A woman named Drown,1987,-0.4992012595864622,-1.44561152677,4.27420450799,0.07585997725049451,1.2540095160122138,-1.34139916667,0.1998269706878545,underwood
The Moonstone,1868,1.0302679723409354,0.597434722402,4.21698361531,0.05037220632565957,0.9545359963407035,0.605361493516,0.25114036020126435,mercado
"Melcombe Lodge; or, traits of family pride!",1819,1.0809520320135106,-0.543219002336,5.53656926478,0.018649206008724106,8.442787163865972,-0.497661280296,0.4499772137149307,underwood
She,1887,-1.2423279901320807,-3.42773021783,5.11154056416,0.06572456789371461,49382.618832382315,-3.35613037056,0.284042562557462,underwood
My autobiography,1964,3.6713555409102705,2.08746575445,5.28910404141,0.056988417899380264,26.236313158338533,2.11921530057,0.18150534526550008,red
The Time Machine,1895,1.126596688214589,0.598135908159,7.11976581913,0.06546532188384602,4.673318988073957e-05,0.652274833399,0.489907406224061,lee
Jesus: the carpenter's son,1945,-0.18531251686751796,-2.67097876984,5.84388547604,0.0678672621342111,149596.48615810956,-2.47124042863,0.286768377778248,mercado
Centennial,1974,-0.2845801574617241,0.299381078448,3.26967970114,0.06906271040402277,0.0020151861419167583,0.294814581745,0.28996850343896885,lee
The Mammoth Hunters,1985,-2.9831229590737744,-2.68397698506,4.24714950535,0.06598970789841178,2.483580751819294e-06,-2.6878504441,0.28610213878211266,underwood
East Lynne,1861,-3.2753629207933415,-3.98039818088,2.90212126722,0.05964987840564751,62145.954854963195,-3.96660078635,0.5670688894063127,mercado
Miss Mackenzie,1865,-0.3951044917668505,-2.32358297383,5.39761974166,0.03334404962893585,9063.410496911569,-2.28591152619,0.26621096880786205,mercado
Court Netherleigh,1881,-3.478284569128343,-3.22640373271,2.31801992094,0.05304860040479942,0.001268872589311809,-3.23199418961,0.33997987180716066,mercado
A Portrait of the Artist as a Young Man,1916,0.7876445307628493,-0.92737607296,5.28725487819,0.07346537307129264,5.617577875074365,-0.866502211403,0.0,underwood
The reminiscences and recollections of Captain Gronow;,1866,3.5035531653229284,3.6921729004,5.35016683818,0.029506706539520793,1.6004432821011356,3.68637157382,0.07629414432879995,red
Boston Common,1856,0.7892554015159473,-0.441572583761,5.53187987107,0.03663316455901362,26.112017124431738,-0.414341328585,0.4361128801830441,underwood
Middlemarch,1871,2.9533523400956097,0.0802038432659,6.38244289725,0.030346566187293693,2398.2869421981895,0.115251118046,0.27816261093625194,underwood
Gulliver's Travels into Several Remote Nations of the World,1726,4.787852281827194,3.10270495078,4.10398858399,0.05117081904254666,239.27789179422783,3.15102696591,0.16978450354669603,lee
HANNAH HEWIT; OR THE FEMALE CRUSOE. BEING THE HISTORY OF A WOMAN OF uncommon mental and personal accomplishments; WHO After a variety of extraordinary and interesting adventures in almost every station of life from splendid prosperity to abject adversity WAS CAST AWAY IN THE GROSVENOR EAST-INDIAMAN: And became for three years the sole inhabitant of AN ISLAND IN THE SOUTH SEAS.,1792,2.4503729299186703,2.37195355517,5.12830811974,0.033159228785017814,0.826294432694264,2.37472535,0.27709256087357514,lee
An apology for the life of colley cibber,1740,0.22805314963351478,0.939032328076,4.55707711786,0.018710696826017774,2.4595973086667035e-05,0.922288042935,0.2600827169845426,red
